child_id,family_id,child_name,first_name,last_name,gender,dob,race,ethnicity,birth_weight,special_needs_flag,guardian_email,enrollment_status,zip_code
CH_006121,FAM_000542,Victoria Jones,Victoria,Jones,M,2018-11-30,RaceC,Asian,2.58,0,pbishop@example.org,Active,86558
CH_006122,FAM_002873,Teresa Cline,Teresa,Cline,Other,2022-09-29,RaceB,Black,2.68,1,reyesisaiah@example.net,Active,90339
CH_006123,FAM_000984,David Mahoney,David,Mahoney,M,2020-06-28,RaceA,Hispanic,3.36,0,whitejulie@example.net,Inactive,49156
CH_006124,FAM_000255,Melinda Price,Melinda,Price,F,2019-03-17,RaceA,Asian,4.22,1,jessicawells@example.com,Active,98613
CH_006125,FAM_001907,Ruben Soto,Ruben,Soto,F,2019-11-30,RaceA,Hispanic,4.59,1,edward36@example.com,Waitlisted,68052
CH_006126,FAM_000116,Michael Shelton,Michael,Shelton,F,2023-10-26,RaceB,Hispanic,3.3,1,kellyshaw@example.com,Active,57841
CH_006127,FAM_002693,Jonathan Clarke,Jonathan,Clarke,Other,2019-08-27,RaceA,White,3.05,0,sanchezmichael@example.net,Active,04195
CH_006128,FAM_001716,Robert Rios,Robert,Rios,M,2015-09-22,RaceC,Black,4.01,1,patrick56@example.org,Inactive,18692
CH_006129,FAM_001374,James Harris,James,Harris,M,2020-04-11,RaceC,Black,2.47,1,dawn30@example.com,Inactive,31404
CH_006130,FAM_002513,Kristen Copeland,Kristen,Copeland,F,2023-09-16,RaceC,Hispanic,2.87,0,flemingjonathan@example.org,Waitlisted,21742
CH_006131,FAM_001034,Michelle Jackson,Michelle,Jackson,F,2021-10-26,RaceB,Asian,4.13,0,kochpeter@example.com,Active,51116
CH_006132,FAM_002124,Shawn Mata,Shawn,Mata,Other,2020-05-01,RaceB,White,2.2,0,adrian84@example.net,Waitlisted,59394
CH_006133,FAM_000124,Taylor Ross,Taylor,Ross,F,2020-12-27,RaceC,Non-Hispanic,4.79,0,williamscharles@example.net,Waitlisted,31648
CH_006134,FAM_001295,Michelle Graham,Michelle,Graham,M,2025-11-06,RaceB,White,2.24,0,frichardson@example.net,Active,12522
CH_006135,FAM_000951,Kathleen Elliott,Kathleen,Elliott,M,2023-03-30,RaceB,Non-Hispanic,4.64,1,sweeneymatthew@example.com,Inactive,11197
CH_006136,FAM_000419,Victor King,Victor,King,Other,2021-03-19,RaceA,Non-Hispanic,4.47,0,lance29@example.org,Active,84844
CH_006137,FAM_001552,Shane Randolph,Shane,Randolph,F,2018-07-15,RaceC,Asian,2.31,0,shane34@example.com,Active,84844
CH_006138,FAM_000144,Brian Hooper,Brian,Hooper,Other,2017-10-30,RaceC,Black,3.24,0,simoncrystal@example.com,Active,84541
CH_006139,FAM_000538,Carla Edwards,Carla,Edwards,Other,2023-03-06,RaceA,White,3.65,0,rebecca74@example.net,Waitlisted,24204
CH_006140,FAM_002895,Joseph Johnson,Joseph,Johnson,F,2017-01-01,RaceC,White,2.4,0,keith67@example.com,Active,81155
CH_006141,FAM_000535,Samantha George,Samantha,George,F,2020-04-14,RaceA,Hispanic,4.47,0,michelle05@example.org,Active,44195
CH_006142,FAM_001842,Eric Cordova,Eric,Cordova,M,2024-04-15,RaceA,White,3.11,0,dixonmichael@example.com,Active,17251
CH_006143,FAM_002604,Eric Flynn,Eric,Flynn,Other,2023-04-01,RaceB,White,4.09,1,nancy38@example.net,Inactive,54353
CH_006144,FAM_001227,Charles Weber,Charles,Weber,M,2024-07-27,RaceB,Asian,2.98,0,tracibaldwin@example.net,Active,51116
CH_006145,FAM_000989,Karen Arnold,Karen,Arnold,M,2020-12-26,RaceC,Hispanic,3.91,1,kennethmartin@example.net,Waitlisted,45292
CH_006146,FAM_001017,Wesley Huber,Wesley,Huber,Other,2022-12-22,RaceA,Black,3.42,0,charleshobbs@example.net,Active,32212
CH_006147,FAM_000217,Mackenzie Chandler,Mackenzie,Chandler,Other,2025-04-26,RaceA,White,3.61,1,jjones@example.net,Active,46321
CH_006148,FAM_000874,Robert Holmes,Robert,Holmes,M,2017-06-17,RaceB,Hispanic,4.55,1,vmarsh@example.net,Inactive,94178
CH_006149,FAM_001803,Samuel Smith,Samuel,Smith,M,2015-04-23,RaceB,Non-Hispanic,4.18,1,olsonchris@example.com,Active,84541
CH_006150,FAM_002766,Erin Henry,Erin,Henry,F,2019-07-31,RaceC,Hispanic,4.85,0,zhoward@example.org,Active,75267
CH_006151,FAM_000722,Diamond Smith,Diamond,Smith,Other,2021-01-01,RaceA,Non-Hispanic,3.23,1,ymorales@example.com,Active,37847
CH_006152,FAM_002665,Mary Mason,Mary,Mason,F,2017-08-08,RaceB,Asian,3.5,1,anna43@example.com,Inactive,45292
CH_006153,FAM_002931,Grant Lin,Grant,Lin,M,2017-04-25,RaceB,Black,2.97,0,johnevans@example.net,Waitlisted,20098
CH_006154,FAM_002016,Lindsay Carlson,Lindsay,Carlson,F,2017-08-10,RaceA,Hispanic,2.08,1,kristinlucero@example.com,Waitlisted,50553
CH_006155,FAM_000277,Kevin Greene,Kevin,Greene,F,2022-11-28,RaceC,Hispanic,4.78,0,elizabeth46@example.com,Inactive,80308
CH_006156,FAM_002200,Sally Sullivan,Sally,Sullivan,F,2025-09-06,RaceA,Non-Hispanic,4.91,0,kathleen13@example.net,Inactive,11494
CH_006157,FAM_001696,Kevin Thomas PhD,Kevin,PhD,M,2022-09-17,RaceC,Hispanic,4.98,1,jeremy43@example.net,Inactive,66417
CH_006158,FAM_002604,Lauren Smith,Lauren,Smith,F,2025-06-07,RaceB,Non-Hispanic,2.81,0,rmontes@example.net,Inactive,10615
CH_006159,FAM_002658,Krista Barnes,Krista,Barnes,M,2019-05-23,RaceB,Black,4.27,0,smithtyler@example.net,Active,44195
CH_006160,FAM_000664,Nathan Reed,Nathan,Reed,F,2023-06-14,RaceC,Non-Hispanic,3.53,0,simpsonrebecca@example.org,Inactive,73185
CH_006161,FAM_001165,Aaron Alvarez,Aaron,Alvarez,F,2022-10-24,RaceB,Hispanic,4.54,1,katrina52@example.net,Active,67149
CH_006162,FAM_001222,Jessica Lopez,Jessica,Lopez,Other,2020-04-10,RaceB,Non-Hispanic,3.32,0,richardschristopher@example.com,Active,15031
CH_006163,FAM_001871,Jennifer Davis,Jennifer,Davis,F,2024-07-23,RaceB,Non-Hispanic,4.88,1,allison78@example.com,Waitlisted,51116
CH_006164,FAM_001443,Jeffrey Jackson,Jeffrey,Jackson,Other,2023-05-21,RaceA,White,4.56,0,wilsonkatrina@example.net,Inactive,13947
CH_006165,FAM_001714,Andre Carter,Andre,Carter,Other,2025-05-09,RaceC,Asian,4.63,0,iwright@example.org,Inactive,88334
CH_006166,FAM_000771,Nicole Washington,Nicole,Washington,M,2019-07-15,RaceA,White,3.86,1,kristopher37@example.com,Waitlisted,37864
CH_006167,FAM_000257,Kimberly Mcgee,Kimberly,Mcgee,F,2020-01-18,RaceA,Asian,3.47,0,ashley76@example.com,Waitlisted,38678
CH_006168,FAM_000431,Tammy Butler DDS,Tammy,DDS,M,2017-08-09,RaceA,Hispanic,4.0,0,harold55@example.com,Waitlisted,75299
CH_006169,FAM_000533,Jo Lutz,Jo,Lutz,Other,2021-12-22,RaceB,Non-Hispanic,3.29,1,myersdalton@example.com,Inactive,70494
CH_006170,FAM_002563,Rachael Fry,Rachael,Fry,Other,2021-09-30,RaceC,White,3.7,0,alexa72@example.org,Active,93745
CH_006171,FAM_000314,David Ingram,David,Ingram,M,2019-08-01,RaceB,Non-Hispanic,2.54,1,santiagojanet@example.com,Inactive,34045
CH_006172,FAM_000859,Joseph Coffey,Joseph,Coffey,Other,2017-07-30,RaceB,Hispanic,3.9,0,jessica09@example.net,Inactive,10615
CH_006173,FAM_002227,Victoria Rogers,Victoria,Rogers,M,2020-06-05,RaceA,Black,3.78,0,mitchelltrujillo@example.net,Inactive,41078
CH_006174,FAM_002862,Elizabeth Boyer,Elizabeth,Boyer,M,2017-02-24,RaceC,Non-Hispanic,2.76,1,adam10@example.net,Waitlisted,04195
CH_006175,FAM_000059,Ashley Hill,Ashley,Hill,F,2016-11-01,RaceB,Non-Hispanic,2.77,1,edwardsjenna@example.org,Active,48027
CH_006176,FAM_002014,Maria Jones,Maria,Jones,Other,2019-07-03,RaceA,Non-Hispanic,4.41,0,dtaylor@example.org,Active,31648
CH_006177,FAM_002231,Matthew Johnson,Matthew,Johnson,Other,2020-12-25,RaceC,Hispanic,3.94,1,williamsdesiree@example.com,Inactive,75873
CH_006178,FAM_000762,Austin Allen,Austin,Allen,M,2019-07-26,RaceA,Non-Hispanic,4.93,1,terryralph@example.com,Inactive,81155
CH_006179,FAM_002284,Barbara Payne,Barbara,Payne,F,2015-12-20,RaceC,Non-Hispanic,2.77,1,kenneth59@example.com,Waitlisted,41078
CH_006180,FAM_002000,Walter Velasquez,Walter,Velasquez,M,2018-06-11,RaceB,Asian,2.65,1,tball@example.net,Active,00706
CH_006181,FAM_002211,Jason Beltran,Jason,Beltran,F,2024-07-26,RaceA,White,3.39,1,ggray@example.com,Inactive,64237
CH_006182,FAM_000195,Francis Francis,Francis,Francis,M,2019-06-11,RaceC,Non-Hispanic,4.08,0,raymond14@example.net,Active,86491
CH_006183,FAM_001619,John Heath,John,Heath,Other,2024-05-21,RaceC,Non-Hispanic,2.93,1,gravesjoan@example.com,Waitlisted,13757
CH_006184,FAM_001705,Jennifer Hull,Jennifer,Hull,Other,2024-08-16,RaceC,Non-Hispanic,3.36,1,chambersfrank@example.net,Waitlisted,87261
CH_006185,FAM_000318,Jeffery Edwards,Jeffery,Edwards,Other,2021-06-04,RaceC,White,4.49,0,alexandrawerner@example.com,Inactive,04195
CH_006186,FAM_001307,Darin Lewis,Darin,Lewis,Other,2023-10-14,RaceC,White,2.79,1,zsanders@example.org,Inactive,75267
CH_006187,FAM_002855,Christian Bailey,Christian,Bailey,F,2023-05-27,RaceA,White,3.79,1,salinaskristin@example.org,Waitlisted,38678
CH_006188,FAM_001224,Margaret Juarez,Margaret,Juarez,M,2017-06-03,RaceA,Asian,4.16,1,mitchellbrian@example.org,Active,87481
CH_006189,FAM_001421,Jamie Lawrence,Jamie,Lawrence,Other,2025-05-26,RaceA,Hispanic,4.21,1,kevinmatthews@example.net,Active,73185
CH_006190,FAM_002551,Eric Owens,Eric,Owens,Other,2025-07-23,RaceA,Hispanic,2.51,1,amy66@example.com,Waitlisted,94178
CH_006191,FAM_002092,Jose Mullins,Jose,Mullins,Other,2019-12-01,RaceA,Hispanic,4.25,1,dennissheppard@example.com,Waitlisted,88379
CH_006192,FAM_001358,Lisa Ramirez,Lisa,Ramirez,Other,2018-11-23,RaceA,Non-Hispanic,2.18,0,angelabrooks@example.org,Waitlisted,67787
CH_006193,FAM_002104,Rebecca Hall,Rebecca,Hall,F,2021-10-29,RaceB,White,4.45,1,catherinerogers@example.com,Waitlisted,91313
CH_006194,FAM_001644,Justin Adams,Justin,Adams,Other,2016-07-02,RaceB,White,3.42,1,richardjenkins@example.com,Waitlisted,69636
CH_006195,FAM_001543,Adam Stout,Adam,Stout,F,2015-09-05,RaceA,Black,4.64,0,brianhernandez@example.com,Active,68052
CH_006196,FAM_000949,Jeffery Jones,Jeffery,Jones,Other,2022-04-04,RaceC,Black,4.35,1,ymyers@example.net,Active,97333
CH_006197,FAM_001449,Elizabeth Farley,Elizabeth,Farley,F,2019-02-11,RaceC,Non-Hispanic,3.97,1,dawnlawson@example.com,Active,88379
CH_006198,FAM_001774,Barbara Beltran,Barbara,Beltran,F,2022-10-24,RaceC,White,4.47,1,eric73@example.com,Waitlisted,67149
CH_006199,FAM_001336,Helen Peterson,Helen,Peterson,F,2020-04-09,RaceA,Black,4.76,1,smithjeffrey@example.com,Active,92622
CH_006200,FAM_002903,Heather Kent,Heather,Kent,Other,2023-08-16,RaceC,White,2.09,0,suzanneweiss@example.org,Active,58723
CH_006201,FAM_001215,Christopher Wood,Christopher,Wood,M,2023-03-22,RaceB,Non-Hispanic,5.0,1,schmidtmary@example.com,Inactive,20719
CH_006202,FAM_000328,Nancy Smith,Nancy,Smith,M,2018-08-20,RaceC,Black,4.79,1,whitephyllis@example.org,Active,06227
CH_006203,FAM_002142,Cheyenne Walsh,Cheyenne,Walsh,Other,2024-02-25,RaceC,White,3.67,1,johnsonstephanie@example.net,Waitlisted,89408
CH_006204,FAM_000118,Brittany Douglas,Brittany,Douglas,F,2021-07-05,RaceB,Black,2.04,0,josephwilson@example.com,Active,95821
CH_006205,FAM_000677,Stephanie Carter,Stephanie,Carter,M,2018-08-08,RaceA,Black,2.23,0,terri38@example.com,Waitlisted,87261
CH_006206,FAM_002575,William Jones,William,Jones,M,2024-01-27,RaceB,Black,2.23,1,martinray@example.net,Active,81155
CH_006207,FAM_002257,Sarah Anderson,Sarah,Anderson,Other,2017-05-04,RaceA,White,2.75,1,vsilva@example.net,Active,69636
CH_006208,FAM_002788,Brandon Lewis,Brandon,Lewis,Other,2021-01-28,RaceC,Non-Hispanic,3.23,0,shelly20@example.com,Active,69677
CH_006209,FAM_002140,Oscar Martinez,Oscar,Martinez,F,2024-05-04,RaceB,Non-Hispanic,3.85,1,kimberly12@example.org,Active,64237
CH_006210,FAM_000721,Brianna Crawford,Brianna,Crawford,Other,2018-01-21,RaceB,Black,2.2,1,austin09@example.net,Active,38678
CH_006211,FAM_001387,Cheryl Phillips,Cheryl,Phillips,F,2021-05-13,RaceC,Hispanic,3.53,1,anolan@example.com,Active,38263
CH_006212,FAM_000572,Scott Baxter,Scott,Baxter,F,2016-08-24,RaceB,White,4.36,1,stephanie10@example.org,Waitlisted,59300
CH_006213,FAM_000312,Elizabeth Davis,Elizabeth,Davis,Other,2025-04-16,RaceB,Asian,4.69,0,emilymyers@example.net,Inactive,84249
CH_006214,FAM_000702,Kenneth Lane,Kenneth,Lane,F,2021-12-03,RaceB,Non-Hispanic,4.14,0,davidsonbrenda@example.org,Waitlisted,92622
CH_006215,FAM_002715,Casey Henson,Casey,Henson,Other,2024-02-05,RaceA,Non-Hispanic,3.62,1,ghayes@example.com,Active,75267
CH_006216,FAM_002144,Dale Atkinson,Dale,Atkinson,M,2022-11-07,RaceA,White,4.09,1,laguilar@example.org,Inactive,21742
CH_006217,FAM_002888,Bradley Sutton,Bradley,Sutton,F,2025-08-02,RaceB,Black,4.27,0,martinezdavid@example.org,Active,13488
CH_006218,FAM_002214,Gina Sanchez,Gina,Sanchez,Other,2019-06-03,RaceC,Black,3.42,1,kenneth77@example.net,Inactive,11605
CH_006219,FAM_001562,Christian Salazar,Christian,Salazar,M,2023-08-30,RaceC,Asian,2.17,1,fcarrillo@example.org,Waitlisted,91736
CH_006220,FAM_001773,Patricia Stout,Patricia,Stout,Other,2024-09-25,RaceA,Hispanic,2.33,0,kthornton@example.org,Inactive,59394
CH_006221,FAM_002393,James Christian,James,Christian,M,2023-02-24,RaceB,Asian,2.85,1,wyattmichelle@example.net,Inactive,61014
CH_006222,FAM_000170,Kimberly Wright,Kimberly,Wright,M,2020-12-29,RaceA,Asian,2.01,0,douglassmith@example.org,Inactive,94178
CH_006223,FAM_001295,Sabrina Luna,Sabrina,Luna,Other,2022-05-18,RaceB,Asian,3.96,0,hrobertson@example.org,Active,37433
CH_006224,FAM_002513,Denise Hogan,Denise,Hogan,M,2018-11-17,RaceB,White,2.8,0,syoung@example.com,Waitlisted,64237
CH_006225,FAM_001117,Diana Parker,Diana,Parker,M,2016-10-07,RaceB,Black,4.09,0,debbie01@example.org,Waitlisted,64237
CH_006226,FAM_001598,Donna Chapman,Donna,Chapman,Other,2017-02-02,RaceB,Asian,2.76,0,martinezmatthew@example.net,Active,09140
CH_006227,FAM_002414,Debbie Reyes,Debbie,Reyes,Other,2018-03-07,RaceA,Black,2.95,1,fnixon@example.org,Inactive,40984
CH_006228,FAM_002928,Samuel Velez,Samuel,Velez,F,2018-03-10,RaceC,Asian,4.63,0,alejandro61@example.org,Waitlisted,82386
CH_006229,FAM_002482,Frank Martin,Frank,Martin,M,2024-04-20,RaceC,Non-Hispanic,4.32,1,hannahgreene@example.com,Inactive,17402
CH_006230,FAM_002155,Marie White,Marie,White,Other,2019-08-23,RaceA,Hispanic,4.53,1,johnsonjason@example.net,Active,89153
CH_006231,FAM_001271,Samantha Sanchez,Samantha,Sanchez,M,2019-01-11,RaceC,Black,2.4,0,edwardsalison@example.org,Waitlisted,56762
CH_006232,FAM_000720,Miss Angela Huang DDS,Miss,DDS,Other,2023-04-29,RaceA,Non-Hispanic,3.22,1,aaron77@example.org,Active,84249
CH_006233,FAM_002199,Jennifer Rosales,Jennifer,Rosales,M,2023-04-25,RaceA,Hispanic,2.4,0,david82@example.com,Active,81155
CH_006234,FAM_002055,Donald Singh,Donald,Singh,M,2019-08-27,RaceC,Black,4.92,1,smithphyllis@example.org,Active,42271
CH_006235,FAM_000641,Julian Owens,Julian,Owens,Other,2024-06-26,RaceA,White,4.73,1,bmills@example.net,Waitlisted,17677
CH_006236,FAM_002838,Teresa English,Teresa,English,Other,2019-09-14,RaceA,Hispanic,2.19,1,jenniferdavis@example.org,Waitlisted,20719
CH_006237,FAM_002182,Lori Forbes,Lori,Forbes,M,2025-03-24,RaceC,Asian,4.04,1,thompsonshannon@example.com,Inactive,05521
CH_006238,FAM_001174,John Heath,John,Heath,F,2015-05-28,RaceA,White,3.0,1,buchananalyssa@example.net,Inactive,07340
CH_006239,FAM_001840,Travis Massey,Travis,Massey,M,2021-06-27,RaceA,Asian,4.87,1,simmonstamara@example.com,Waitlisted,68122
CH_006240,FAM_000148,Rebecca Everett,Rebecca,Everett,F,2023-11-05,RaceC,White,2.26,0,steven39@example.com,Active,31753
CH_006241,FAM_001345,Adam Martinez,Adam,Martinez,M,2020-02-04,RaceB,White,3.7,0,amandatownsend@example.org,Inactive,05521
CH_006242,FAM_000632,Jessica Stephens,Jessica,Stephens,Other,2025-01-24,RaceA,Hispanic,3.09,1,jandrews@example.com,Active,81507
CH_006243,FAM_000183,Beth Cameron,Beth,Cameron,Other,2017-10-09,RaceC,White,4.06,1,richmondwilliam@example.com,Active,49516
CH_006244,FAM_000994,Heather Campbell,Heather,Campbell,F,2015-12-18,RaceC,White,4.36,1,jonathanmorrison@example.com,Active,55977
CH_006245,FAM_000325,Robert Carson,Robert,Carson,Other,2015-05-07,RaceA,Black,3.21,0,rebeccamorris@example.net,Inactive,48250
CH_006246,FAM_002744,William Johnson,William,Johnson,M,2016-04-23,RaceA,Non-Hispanic,4.7,1,ryan07@example.net,Inactive,13947
CH_006247,FAM_000903,Mary Miller,Mary,Miller,Other,2021-03-24,RaceA,Hispanic,3.58,0,grace57@example.org,Waitlisted,41078
CH_006248,FAM_002763,Tina Nguyen,Tina,Nguyen,F,2025-04-12,RaceB,Non-Hispanic,4.81,1,hjackson@example.org,Active,70762
CH_006249,FAM_000687,Victoria Sheppard,Victoria,Sheppard,F,2022-12-15,RaceA,White,2.21,0,joseph34@example.net,Active,66417
CH_006250,FAM_002527,Brett Turner,Brett,Turner,F,2021-11-30,RaceC,White,3.02,1,dominique51@example.org,Waitlisted,12522
CH_006251,FAM_002214,Sharon Cooper,Sharon,Cooper,F,2018-11-22,RaceA,Hispanic,2.27,0,steven98@example.com,Active,48714
CH_006252,FAM_002276,Patricia Blair,Patricia,Blair,F,2025-06-21,RaceA,Hispanic,4.42,0,taylorchristina@example.org,Waitlisted,94682
CH_006253,FAM_001886,Jesus Sims,Jesus,Sims,M,2018-11-04,RaceB,Non-Hispanic,2.52,1,pjohnson@example.com,Waitlisted,61014
CH_006254,FAM_000374,Jodi Duffy,Jodi,Duffy,Other,2018-05-26,RaceB,Hispanic,4.63,0,reedrebecca@example.com,Active,85692
CH_006255,FAM_000687,Stacey Bowman,Stacey,Bowman,Other,2022-11-24,RaceA,Hispanic,2.03,1,ahoffman@example.net,Waitlisted,15074
CH_006256,FAM_000859,Tara Turner,Tara,Turner,M,2017-10-30,RaceC,White,2.0,0,johnsoncindy@example.net,Waitlisted,82386
CH_006257,FAM_000653,Joshua Brown,Joshua,Brown,F,2024-01-03,RaceB,Asian,3.6,0,smithrobert@example.com,Active,00706
CH_006258,FAM_000069,Brenda Olson,Brenda,Olson,Other,2021-02-04,RaceB,Non-Hispanic,3.54,1,armstrongthomas@example.com,Waitlisted,46321
CH_006259,FAM_000852,David Harris,David,Harris,Other,2018-10-09,RaceC,Non-Hispanic,4.25,0,rickey59@example.org,Waitlisted,41063
CH_006260,FAM_001772,Jasmine Nash,Jasmine,Nash,M,2021-02-20,RaceC,White,3.96,1,tapiatyler@example.net,Inactive,28767
CH_006261,FAM_001564,Mary Bray,Mary,Bray,M,2023-04-16,RaceB,Hispanic,4.76,0,beasleyjamie@example.com,Inactive,33269
CH_006262,FAM_002143,Zachary Thompson,Zachary,Thompson,F,2021-12-30,RaceA,Asian,3.93,0,davidhoffman@example.net,Active,54353
CH_006263,FAM_001788,Kevin Lewis,Kevin,Lewis,M,2024-04-10,RaceA,Hispanic,2.9,1,taylorlauren@example.net,Inactive,95821
CH_006264,FAM_001201,Kendra Norris,Kendra,Norris,M,2023-09-11,RaceC,White,4.36,0,allenlaura@example.com,Waitlisted,42271
CH_006265,FAM_000520,Peter Romero,Peter,Romero,M,2017-12-29,RaceB,White,2.92,1,wendytorres@example.org,Active,87261
CH_006266,FAM_001813,Yesenia Porter,Yesenia,Porter,F,2020-05-28,RaceA,Hispanic,3.37,0,vpham@example.net,Active,02655
CH_006267,FAM_001969,Katherine Price,Katherine,Price,F,2020-10-09,RaceB,Hispanic,3.34,1,rodriguezrobin@example.com,Inactive,89417
CH_006268,FAM_002233,Gregory Smith,Gregory,Smith,M,2024-05-02,RaceA,Black,2.48,1,sharon24@example.com,Waitlisted,62426
CH_006269,FAM_001595,Jennifer Farmer,Jennifer,Farmer,M,2022-07-31,RaceC,White,3.52,0,emills@example.org,Inactive,59631
CH_006270,FAM_000558,Jonathan Leonard,Jonathan,Leonard,M,2024-08-05,RaceC,Black,2.98,0,lmorrow@example.net,Waitlisted,29603
CH_006271,FAM_001751,Timothy Mosley,Timothy,Mosley,M,2025-01-16,RaceA,Non-Hispanic,4.85,0,jeffrey66@example.org,Active,91736
CH_006272,FAM_002219,Jennifer Scott,Jennifer,Scott,Other,2015-09-15,RaceA,Non-Hispanic,4.37,0,troykhan@example.org,Inactive,19319
CH_006273,FAM_002878,William Burns,William,Burns,M,2021-03-19,RaceB,Hispanic,4.89,1,courtneyweaver@example.net,Active,11183
CH_006274,FAM_002718,Madison Vance,Madison,Vance,F,2022-10-24,RaceB,Asian,4.05,0,hlee@example.com,Active,49641
CH_006275,FAM_001385,Robert Torres,Robert,Torres,F,2023-01-30,RaceA,Hispanic,2.23,1,rmartin@example.com,Waitlisted,92052
CH_006276,FAM_000763,Cheryl Bishop,Cheryl,Bishop,M,2025-01-21,RaceA,Black,4.27,1,jared90@example.net,Waitlisted,58723
CH_006277,FAM_001931,James Watkins,James,Watkins,F,2018-11-07,RaceA,Asian,3.69,1,wdavis@example.org,Waitlisted,94818
CH_006278,FAM_000590,Robert Koch,Robert,Koch,Other,2015-06-08,RaceB,White,3.07,0,sarahsanchez@example.net,Inactive,11183
CH_006279,FAM_002168,Susan Powell,Susan,Powell,F,2023-01-17,RaceB,Asian,3.61,1,michaelwalker@example.net,Inactive,15074
CH_006280,FAM_001896,Diana May,Diana,May,Other,2021-09-14,RaceC,Hispanic,2.22,0,wwilliams@example.org,Inactive,75267
CH_006281,FAM_001552,Ryan Carney,Ryan,Carney,M,2015-07-16,RaceB,Asian,2.13,1,jillbrown@example.com,Active,32212
CH_006282,FAM_000120,Adam Jones,Adam,Jones,F,2017-03-06,RaceB,Asian,4.79,1,fsmith@example.org,Waitlisted,95027
CH_006283,FAM_002959,Sharon Becker,Sharon,Becker,F,2024-06-18,RaceB,Non-Hispanic,2.6,1,lisaphillips@example.com,Inactive,87481
CH_006284,FAM_000997,Matthew Hernandez,Matthew,Hernandez,Other,2020-05-11,RaceA,Non-Hispanic,3.39,0,nkelley@example.org,Active,25667
CH_006285,FAM_000613,Thomas Trevino,Thomas,Trevino,Other,2025-05-12,RaceA,Black,4.59,0,vernonmiller@example.com,Active,10615
CH_006286,FAM_000026,David Porter,David,Porter,F,2017-05-09,RaceB,Hispanic,4.83,0,oporter@example.net,Active,55977
CH_006287,FAM_002072,Diana Allen,Diana,Allen,F,2025-10-06,RaceA,White,4.55,1,crawfordjohn@example.net,Active,78716
CH_006288,FAM_001979,Jessica Castillo,Jessica,Castillo,F,2022-09-24,RaceB,Non-Hispanic,3.77,0,hunderwood@example.net,Inactive,70494
CH_006289,FAM_001839,Corey Berger,Corey,Berger,M,2020-09-10,RaceA,White,4.94,1,andrew76@example.org,Active,95821
CH_006290,FAM_002299,Steven Miranda,Steven,Miranda,F,2015-05-02,RaceB,White,4.17,1,huangnicole@example.org,Inactive,58250
CH_006291,FAM_000928,Ashley Shaw,Ashley,Shaw,Other,2017-04-20,RaceB,Hispanic,2.71,1,robin49@example.org,Active,16471
CH_006292,FAM_001101,Jasmine Rice,Jasmine,Rice,Other,2015-03-12,RaceC,Non-Hispanic,4.87,0,davidsmith@example.com,Inactive,55997
CH_006293,FAM_001793,Christine Jimenez,Christine,Jimenez,Other,2016-07-28,RaceA,White,3.35,0,dstafford@example.com,Waitlisted,33269
CH_006294,FAM_000328,Andrew Weaver,Andrew,Weaver,F,2022-04-02,RaceB,Asian,2.27,0,catherinedavis@example.net,Waitlisted,46745
CH_006295,FAM_000030,Jeffrey Kelly,Jeffrey,Kelly,Other,2016-02-28,RaceB,Asian,2.03,0,karen45@example.com,Waitlisted,91313
CH_006296,FAM_001666,Rachel Robinson,Rachel,Robinson,M,2015-07-20,RaceC,Hispanic,2.51,0,gweber@example.org,Waitlisted,39973
CH_006297,FAM_000746,John Moore,John,Moore,M,2021-06-24,RaceC,Black,4.5,1,perryjames@example.com,Waitlisted,20098
CH_006298,FAM_002728,Joseph Clark,Joseph,Clark,M,2024-10-20,RaceC,Hispanic,4.07,0,maria31@example.org,Active,44195
CH_006299,FAM_002200,Kristi Jackson,Kristi,Jackson,M,2015-05-30,RaceA,Black,2.58,0,andrea90@example.com,Inactive,49516
CH_006300,FAM_000933,Thomas Martinez,Thomas,Martinez,Other,2022-12-21,RaceA,White,3.36,0,nicholas95@example.com,Inactive,70494
CH_006301,FAM_000909,Willie Smith,Willie,Smith,F,2016-04-20,RaceB,Non-Hispanic,3.98,1,mirandasarah@example.net,Waitlisted,82134
CH_006302,FAM_001090,Edward Lozano,Edward,Lozano,M,2020-07-11,RaceA,Black,4.57,1,woodwardveronica@example.net,Active,94178
CH_006303,FAM_002613,Terry Carpenter,Terry,Carpenter,Other,2024-10-29,RaceC,Non-Hispanic,3.74,0,martinezshelby@example.org,Active,98613
CH_006304,FAM_002594,Corey Cummings,Corey,Cummings,F,2020-07-24,RaceA,Asian,2.63,1,dmarquez@example.com,Active,94818
CH_006305,FAM_001422,Michael Williams,Michael,Williams,M,2020-02-15,RaceA,Hispanic,4.82,1,travissmith@example.org,Waitlisted,17402
CH_006306,FAM_002608,Katherine Guzman,Katherine,Guzman,Other,2016-02-29,RaceA,White,2.94,0,garrettcourtney@example.org,Active,57867
CH_006307,FAM_002885,Travis Sweeney,Travis,Sweeney,F,2017-08-21,RaceB,White,4.08,0,zdavis@example.net,Inactive,19319
CH_006308,FAM_001509,Melissa Johnson,Melissa,Johnson,Other,2024-03-21,RaceA,Asian,3.04,0,burnettdanielle@example.com,Inactive,38678
CH_006309,FAM_001968,Paul Chan,Paul,Chan,F,2025-04-13,RaceC,Hispanic,2.2,0,michelle35@example.org,Active,91736
CH_006310,FAM_000995,John Brown,John,Brown,F,2021-01-03,RaceA,Black,2.89,1,lisahughes@example.org,Waitlisted,61975
