family_id,family_name,parent_names,household_income,num_children,marital_status,address,geo_id,intake_date,Head_of_Household_Name,Household_Size,Family_Status,Preferred_Contact_Mode,Phone,Referral_Source,Income_Level,Parent_Education_Level,created_date
FAM_001321,Smith Family,Jessica Romero,146437.67,5,Divorced,9434 Tracey Meadows Suite 715,GEO_0098,2017-06-27,Margaret Stone,1,Active,Phone,(974)788-1391x4203,Self,Low,Masters,2022-02-21
FAM_001322,Gonzalez Family,Karen Robertson,21886.34,5,Married,220 Saunders Walks Apt. 763,GEO_0196,2023-08-07,Stephanie Bowman,8,Active,Phone,001-969-641-4314x01398,Self,Moderate,Masters,2017-04-09
FAM_001323,Elliott Family,Dr. Melissa Sullivan DDS,23380.78,1,Single,53597 Martinez Center Apt. 115,GEO_0167,2022-12-12,Ronald Johnson,6,Inactive,Text,(695)433-7189,Community Partner,Moderate,High School,2021-11-26
FAM_001324,Torres Family,Nichole Klein,28691.94,2,Single,7349 Allen Cliffs Suite 872,GEO_0021,2023-03-05,Jimmy Merritt,3,Active,Text,+1-240-488-8563,Community Partner,High,Masters,2021-10-03
FAM_001325,Dean Family,Nicole Sanchez,124794.8,4,Separated,5785 Scott Fork,GEO_0020,2019-11-03,Misty Mccann,1,Exited,Email,+1-385-721-2004x16485,Agency,High,Bachelors,2017-08-05
FAM_001326,Marshall Family,Tiffany Morrow,20476.27,6,Married,7416 Hutchinson Landing Suite 395,GEO_0058,2022-02-16,Jennifer Reyes,4,Exited,Text,(296)548-7032x187,Agency,Low,Bachelors,2022-07-20
FAM_001327,Vargas Family,Kelsey Lynch,89494.9,6,Divorced,28555 Mary Spring,GEO_0145,2018-01-24,Christopher Marquez,5,Inactive,Text,+1-650-288-8842x359,Agency,Low,Bachelors,2021-07-11
FAM_001328,Snyder Family,Traci Craig,70897.6,6,Separated,9475 Desiree Lodge Apt. 284,GEO_0129,2017-04-29,Jason Porter,5,Inactive,Phone,(516)798-0681,Agency,Low,Masters,2023-05-04
FAM_001329,Barton Family,Kelly Walker,144990.56,6,Married,62334 Smith Brook,GEO_0148,2021-07-22,David Lawson,8,Inactive,Text,+1-863-362-2446x2655,Agency,Moderate,High School,2025-05-18
FAM_001330,Gonzalez Family,Ryan Palmer,43148.04,1,Married,46971 Blair Park Suite 341,GEO_0162,2018-06-19,James Wyatt,7,Exited,Text,(677)923-5517x274,Community Partner,Low,Bachelors,2017-03-08
FAM_001331,Mccullough Family,Jenny Gray,46538.73,6,Single,595 April Forge Suite 456,GEO_0141,2022-12-28,Mr. Ryan Johnson,6,Active,Phone,+1-527-705-9944x617,Self,High,High School,2022-11-04
FAM_001332,Hodges Family,Brian Sloan,54101.25,6,Married,70396 Andrew Mount,GEO_0188,2024-02-10,Wendy Hansen,1,Exited,Text,860.968.4470,Agency,Moderate,Masters,2017-10-09
FAM_001333,Sanchez Family,Joshua Miranda,122114.36,5,Divorced,001 Brady Lights Suite 949,GEO_0108,2019-04-25,John Martinez,5,Active,Phone,309-312-6028x7007,Self,High,High School,2023-10-28
FAM_001334,Smith Family,Edwin Carter,108101.58,5,Single,8692 Edwards Courts,GEO_0138,2023-07-24,Ashley Lopez,8,Exited,Email,8642802325,Self,Low,High School,2018-06-11
FAM_001335,Ortiz Family,Oscar Carroll,112949.4,3,Single,215 Elizabeth Trail Suite 763,GEO_0188,2017-10-28,Stephanie Robinson,2,Inactive,Text,6888148489,Community Partner,Moderate,High School,2019-03-10
FAM_001336,Hall Family,Eric Fitzpatrick,54528.08,5,Divorced,67355 Williams Centers Suite 228,GEO_0032,2017-02-10,Denise Dean,6,Active,Text,+1-354-511-2422x96069,Agency,Moderate,High School,2017-11-07
FAM_001337,Reed Family,Samantha Johnson,48073.82,1,Separated,1335 Karen Ridge,GEO_0136,2016-02-02,Omar Dixon,1,Active,Email,+1-821-872-9521,Agency,Moderate,Bachelors,2020-02-17
FAM_001338,Franco Family,Luke Freeman,20456.24,3,Divorced,43097 Martin Roads,GEO_0014,2023-07-26,Michael Calhoun,3,Inactive,Phone,682.839.6756x765,Community Partner,Moderate,Masters,2016-04-23
FAM_001339,Wiley Family,Luis Murphy,38379.77,5,Single,366 Lee Station Suite 714,GEO_0156,2015-12-27,Mr. Thomas Ochoa,1,Inactive,Text,378.378.5597,Self,High,High School,2020-05-19
FAM_001340,Tapia Family,Aaron Zamora,119191.18,1,Single,00735 Bridges Points,GEO_0121,2022-08-06,Christine Beck,1,Exited,Text,001-989-972-4818x70633,Agency,Moderate,Bachelors,2017-12-20
FAM_001341,Smith Family,Henry Garcia,91859.13,4,Single,0825 Stacy Skyway,GEO_0169,2024-12-17,James Santana,5,Active,Email,372-767-3268x136,Self,Moderate,Bachelors,2021-06-30
FAM_001342,Sandoval Family,Bradley Robertson Jr.,31757.48,4,Divorced,79412 Patterson Prairie Apt. 122,GEO_0135,2022-11-10,Anne Shah,7,Active,Text,+1-993-664-0762x02820,Community Partner,Moderate,High School,2020-01-26
FAM_001343,Sweeney Family,John Moore,33012.5,5,Married,14252 Miller Coves,GEO_0134,2024-10-28,Karen Gibbs,4,Inactive,Email,+1-395-496-2413x2459,Community Partner,High,Masters,2021-10-29
FAM_001344,Acosta Family,Courtney Foster,75247.72,4,Married,892 Patrick Way Suite 657,GEO_0113,2023-03-31,Dr. Marcus Fox MD,8,Inactive,Phone,414.714.2158,Agency,High,Bachelors,2021-01-18
FAM_001345,Garcia Family,Jeffrey White,66911.76,5,Separated,465 Henry Spur Suite 441,GEO_0082,2020-07-16,Scott Garrett,7,Inactive,Email,851-443-4382x500,Agency,Low,Bachelors,2024-09-16
FAM_001346,Moreno Family,Ashley Gonzales,85029.44,6,Married,185 Jason Mission,GEO_0069,2023-01-03,Lisa Suarez,7,Active,Phone,6514034159,Self,High,Bachelors,2017-07-28
FAM_001347,Allen Family,Candice Gomez,145048.86,3,Married,052 Jamie Views,GEO_0050,2021-02-06,Kevin Miller,1,Active,Text,001-283-849-4283x527,Self,High,High School,2019-01-27
FAM_001348,Vasquez Family,Ian Harrell,39069.07,4,Single,937 Palmer Tunnel,GEO_0148,2017-08-04,Kyle Ellis,5,Inactive,Text,4775149764,Self,High,Bachelors,2023-11-14
FAM_001349,Brown Family,Colton Williams,53163.08,3,Single,471 Reyes Dale,GEO_0076,2020-10-28,Sarah Butler,7,Active,Text,(991)970-3242x2341,Community Partner,Low,Bachelors,2016-08-13
FAM_001350,Shea Family,Patrick Santana,47101.11,3,Divorced,14833 Mario Circle,GEO_0063,2023-12-02,Lisa Galvan,6,Exited,Email,001-621-717-0052,Self,High,High School,2018-12-16
FAM_001351,Dawson Family,Cristian Mendoza,26787.9,3,Single,27283 Smith Alley,GEO_0085,2019-11-17,Susan Thompson,6,Inactive,Email,+1-660-290-1271x720,Agency,Low,Bachelors,2023-03-02
FAM_001352,Davis Family,Deborah Fisher,32066.15,2,Single,4770 Victoria Shore Suite 618,GEO_0063,2021-10-30,Mitchell Pratt,7,Active,Text,(370)394-3152,Agency,Low,High School,2024-08-15
FAM_001353,Morse Family,Rebecca Klein,106047.68,1,Separated,6295 Timothy Shoal,GEO_0197,2021-03-01,Joshua Banks,7,Inactive,Phone,001-599-871-7862x56156,Agency,Moderate,High School,2025-10-09
FAM_001354,Merritt Family,Phillip Macias,125694.14,6,Married,162 Victor Canyon Suite 888,GEO_0093,2023-02-25,Rachael Buck,6,Inactive,Text,+1-886-846-5045,Self,Low,Bachelors,2018-12-01
FAM_001355,Meyer Family,Tammy Cameron,107562.92,5,Single,041 Cervantes Forges Apt. 326,GEO_0060,2025-03-21,Pamela Lambert,3,Exited,Email,4623853674,Agency,Moderate,High School,2016-11-02
FAM_001356,Haynes Family,Brian Rodriguez,15646.17,6,Married,564 Mcdonald Coves Apt. 605,GEO_0117,2025-07-24,Jenna Gates,6,Active,Text,371.413.6354x31331,Agency,Moderate,Bachelors,2016-03-02
FAM_001357,Watson Family,Christopher Porter,127029.47,3,Single,064 Tammy Stravenue,GEO_0081,2021-08-02,Mary Obrien,5,Active,Text,+1-970-364-5478x39904,Self,High,Bachelors,2021-08-28
FAM_001358,Villegas Family,Cynthia Gregory,55891.11,6,Married,034 Matthew Shore Apt. 970,GEO_0192,2019-02-18,Brianna Smith,4,Inactive,Phone,8303337991,Community Partner,Low,Bachelors,2025-03-25
FAM_001359,Miller Family,William Mclaughlin,22769.81,5,Married,158 Jacob Plains,GEO_0030,2023-10-25,James Patrick,8,Exited,Email,550.229.7670x64409,Agency,High,High School,2018-09-16
FAM_001360,Davis Family,Dylan Tucker,44750.63,3,Single,670 Ramirez Crest,GEO_0178,2020-11-03,Darryl Williams,5,Inactive,Text,001-257-276-1406x926,Agency,High,High School,2016-09-25
FAM_001361,Anderson Family,Danielle Hernandez,59803.99,1,Divorced,19362 Cisneros Locks Apt. 221,GEO_0062,2019-01-14,Charles Davis,5,Exited,Phone,(742)386-3574x088,Self,Moderate,Bachelors,2019-12-30
FAM_001362,Wilkins Family,Danielle Wang,81884.35,6,Single,088 Richardson Harbor Apt. 293,GEO_0114,2021-09-16,Christopher Navarro,2,Exited,Phone,444.544.1388x258,Agency,High,Bachelors,2021-09-28
FAM_001363,Jones Family,Wendy Wright,104805.67,4,Separated,8384 Faith Road,GEO_0188,2018-10-23,Mrs. Anna Drake MD,8,Active,Phone,001-955-226-3733x80617,Community Partner,Low,Masters,2023-07-17
FAM_001364,Bradley Family,Christina Mccarthy,46423.35,5,Separated,65735 Timothy Junction,GEO_0105,2021-04-11,Justin Greene,2,Active,Email,238-910-0631x0595,Self,High,Bachelors,2020-11-03
FAM_001365,Graham Family,Meredith Shaw,148694.73,2,Married,9351 Nancy Street Apt. 401,GEO_0093,2023-09-10,Anthony Joseph,6,Active,Text,(914)504-8687x1690,Agency,Moderate,Bachelors,2020-09-22
FAM_001366,Brandt Family,Willie Garza,14351.49,5,Married,331 Richardson Roads,GEO_0021,2023-06-08,Laura Roy,2,Active,Email,382.310.9200,Agency,Moderate,Bachelors,2016-12-26
FAM_001367,Young Family,Crystal Anderson,66614.91,1,Divorced,903 Morton Wall Suite 177,GEO_0091,2022-05-04,Andre Nelson,1,Active,Text,698-992-1685x098,Agency,Moderate,Masters,2024-11-11
FAM_001368,Green Family,William Hickman,73308.16,6,Divorced,0305 Mason Centers,GEO_0144,2025-01-13,Mackenzie Bradley,3,Exited,Email,+1-239-883-6469x061,Community Partner,Moderate,Bachelors,2017-09-02
FAM_001369,Edwards Family,Luis Davis,114730.98,3,Single,24605 Sylvia Glen Apt. 895,GEO_0130,2025-10-17,Leslie Brown,2,Active,Email,4335822382,Self,Moderate,Bachelors,2020-09-23
FAM_001370,Owen Family,Jason Torres,44979.37,6,Married,76841 Gallagher Lodge,GEO_0020,2025-07-26,Christine Krueger,4,Inactive,Text,(737)255-7270x592,Agency,Low,Bachelors,2022-11-28
FAM_001371,Haynes Family,Crystal Rogers,74686.05,5,Married,6006 Walker Islands Suite 317,GEO_0093,2024-03-26,Jennifer Thomas,2,Exited,Phone,+1-818-987-2069x6577,Agency,Moderate,Masters,2021-09-16
FAM_001372,Moss Family,Jordan Schneider,122545.55,1,Single,33249 Goodman Stravenue,GEO_0168,2024-01-31,Joan Henry,3,Exited,Email,001-978-487-1308x4839,Agency,Low,Bachelors,2016-08-25
FAM_001373,Stewart Family,Derrick Ramirez,29571.03,3,Separated,7451 Kevin Harbors Apt. 947,GEO_0124,2019-08-21,Travis Bentley,6,Active,Email,8067632956,Agency,Low,Masters,2023-12-23
FAM_001374,Nelson Family,Jason Flores,11673.97,4,Separated,81560 Bruce Estates,GEO_0155,2025-08-13,Elijah Flores,2,Active,Email,748.293.6706x197,Agency,Moderate,Bachelors,2016-12-22
FAM_001375,Jones Family,Andrew Williams,126252.13,1,Married,79959 Lang Loop Apt. 110,GEO_0059,2022-03-28,Wendy Griffith,3,Exited,Email,2383140438,Community Partner,High,Masters,2020-12-26
FAM_001376,Harris Family,Christy Kennedy,147559.41,2,Single,764 Cox Spring Suite 657,GEO_0115,2017-05-19,Mrs. Natalie Michael,4,Active,Text,(731)650-0583x534,Self,High,Bachelors,2017-01-28
FAM_001377,Chan Family,Ashlee Lopez,28300.13,5,Divorced,972 Paul Ports,GEO_0108,2022-06-24,Lori Sutton,2,Inactive,Email,(655)561-4178,Community Partner,Moderate,High School,2022-03-23
FAM_001378,Richards Family,Heidi Torres,125314.28,1,Separated,8540 Bethany Rest,GEO_0059,2022-06-09,Rodney Davidson,2,Exited,Text,860.718.3257x981,Agency,Low,High School,2024-06-02
FAM_001379,Moore Family,Adam Arnold,62113.56,3,Single,685 Smith Mews Suite 992,GEO_0146,2016-06-15,Michelle Cox,1,Inactive,Phone,001-735-224-6936x042,Community Partner,Moderate,Bachelors,2016-10-20
FAM_001380,Martin Family,Erin Figueroa,98241.66,3,Divorced,38268 Johnson Trafficway Suite 777,GEO_0033,2019-09-12,Andrea Berg,1,Active,Text,601-593-9589x818,Community Partner,Low,Masters,2020-03-22
FAM_001381,Owens Family,Richard Rice,100255.9,2,Married,0399 Thomas Fork Suite 792,GEO_0138,2018-08-13,Amanda Miranda,6,Exited,Email,001-724-345-7434x259,Self,Low,Bachelors,2022-12-26
FAM_001382,Russell Family,Matthew Clark,91525.33,5,Divorced,10735 David Ranch Suite 220,GEO_0063,2020-02-12,Amanda Williams,2,Exited,Text,(428)369-5293,Agency,Low,Masters,2021-11-09
FAM_001383,Herrera Family,Stephen Anderson,46234.89,3,Married,243 Jesse Spur Apt. 023,GEO_0199,2024-01-19,Sharon Ramirez,3,Inactive,Email,2622868521,Community Partner,High,Bachelors,2023-08-15
FAM_001384,Oconnell Family,Barbara Willis,123784.59,3,Single,4606 Mary Lane,GEO_0105,2016-05-22,Joanne Lewis,8,Exited,Email,001-673-659-0132x570,Self,Moderate,High School,2018-02-09
FAM_001385,Clark Family,Martha Lee,13052.03,3,Separated,306 Pena Field Suite 786,GEO_0173,2017-07-29,Catherine Sanchez,6,Inactive,Text,748-722-4302,Self,Low,High School,2017-03-12
FAM_001386,Parker Family,Tammy Jones,19026.09,1,Separated,94128 Sanchez Stravenue Apt. 064,GEO_0150,2020-05-20,David Jones V,2,Exited,Email,288.755.7393x97426,Agency,High,Bachelors,2017-07-15
FAM_001387,Baker Family,Grace Swanson,136349.45,6,Single,854 Chan Junctions Apt. 119,GEO_0171,2016-03-01,Emily Carter,2,Exited,Email,(502)762-5991x435,Agency,High,Bachelors,2025-04-08
FAM_001388,Wilson Family,Christina Le MD,72080.39,1,Single,2554 Alyssa Avenue,GEO_0036,2021-11-18,Becky Hunt,1,Exited,Phone,+1-956-591-7207x036,Agency,Moderate,Masters,2023-06-25
FAM_001389,Moore Family,Joshua King,28030.82,5,Married,76425 Owen Neck Suite 887,GEO_0156,2016-12-04,Shelby Long,3,Inactive,Email,336.330.1527x7374,Agency,Low,High School,2018-05-26
FAM_001390,Parks Family,Sarah Meadows,136710.92,2,Divorced,20392 David Club Suite 019,GEO_0067,2023-05-12,Olivia Bowers,4,Active,Phone,+1-444-387-8905,Self,Low,Bachelors,2024-06-11
FAM_001391,Mckenzie Family,Stephanie West,126109.86,5,Separated,663 Amber Mountains Suite 287,GEO_0074,2017-03-07,Scott Hopkins,2,Inactive,Phone,+1-744-909-0025,Self,Moderate,High School,2024-12-19
FAM_001392,Terry Family,Susan Jones,56416.98,6,Divorced,142 Bradley Union,GEO_0088,2021-11-06,Theresa Luna,3,Active,Phone,725.673.1302x20373,Community Partner,Moderate,Bachelors,2020-04-18
FAM_001393,Williams Family,Timothy Gordon,15977.48,2,Single,91796 Evans Meadow Apt. 332,GEO_0081,2017-07-15,Maria Thompson,2,Exited,Phone,9537340164,Self,High,Masters,2019-05-12
FAM_001394,Huff Family,Kyle Horton,74539.29,6,Married,0051 Harold Oval,GEO_0031,2022-05-05,Brian Taylor,2,Active,Text,+1-706-309-3371x98658,Community Partner,Moderate,High School,2021-07-08
FAM_001395,Murphy Family,Angel Knight,33518.49,4,Separated,1202 Jessica Shoal Apt. 175,GEO_0021,2019-08-30,Kimberly Anderson,1,Active,Email,5214465481,Self,Low,Masters,2023-10-29
FAM_001396,Davis Family,Melissa Yang,90343.79,3,Single,4164 Harvey Shoals Apt. 046,GEO_0105,2018-04-10,Stephanie Leach,7,Exited,Text,(306)915-2501,Agency,Low,Bachelors,2016-09-05
FAM_001397,Wright Family,Michael Berg,125035.96,2,Separated,75015 Richard Springs Suite 442,GEO_0108,2019-09-06,Victoria Dennis,4,Active,Email,498.779.5047x0062,Self,Moderate,Bachelors,2019-03-05
FAM_001398,Kelly Family,Carol Christensen,65299.82,3,Divorced,60785 Moss Valley,GEO_0130,2016-11-11,Keith Young II,4,Exited,Text,2174759174,Agency,High,Bachelors,2022-04-03
FAM_001399,Palmer Family,Richard Morales,14127.52,6,Married,09587 Rachel Spurs,GEO_0038,2021-02-05,Antonio Cline,1,Exited,Text,993.260.4470,Community Partner,Moderate,Masters,2022-05-17
FAM_001400,Byrd Family,Clinton Moore,105649.81,2,Separated,8060 Michelle Isle,GEO_0148,2024-03-04,Laurie Velasquez,2,Inactive,Text,(360)357-9652x73983,Agency,Low,Bachelors,2021-09-28
FAM_001401,Green Family,Michael Suarez,34193.01,4,Married,232 Washington Grove Suite 819,GEO_0127,2024-03-26,Jennifer Schneider,7,Inactive,Email,(959)282-2189,Community Partner,Moderate,High School,2017-09-27
FAM_001402,Ewing Family,Joy Zimmerman,40060.25,2,Separated,15019 Crawford Vista Suite 209,GEO_0162,2018-06-11,Anna Sanders,6,Active,Email,862-344-4516,Agency,Low,High School,2017-01-25
FAM_001403,Johnson Family,Elizabeth Robinson,36201.16,5,Divorced,1920 Melinda Drives,GEO_0198,2021-08-09,Brandon Bell,4,Inactive,Phone,970.734.0849,Self,Moderate,Masters,2023-01-06
FAM_001404,Sullivan Family,Kristen Jackson,49179.64,1,Single,33297 Marie Ports Apt. 795,GEO_0051,2022-12-30,Jeff Howe,8,Active,Phone,515.302.7439,Agency,Low,High School,2024-05-26
FAM_001405,Chavez Family,David Williams,133679.33,3,Separated,158 Rocha Valleys,GEO_0047,2017-02-26,Melissa Maxwell,4,Exited,Text,001-216-854-5948,Self,Low,Bachelors,2023-01-23
FAM_001406,Adkins Family,Stephen Ho,14850.92,1,Single,63971 Guzman Brook,GEO_0117,2017-06-07,Russell Leblanc,8,Inactive,Text,(809)252-7958,Self,Moderate,High School,2015-12-10
FAM_001407,Wright Family,Richard Day,96684.72,2,Divorced,7414 Kerry Valleys Suite 396,GEO_0004,2022-01-09,Jorge Horton,3,Exited,Text,425.409.3330x206,Self,Moderate,Bachelors,2024-04-06
FAM_001408,Murray Family,Rodney Nichols,44409.87,5,Divorced,2591 Heather Fall,GEO_0043,2021-09-27,Brent Henson,8,Active,Email,5536845281,Agency,Low,Bachelors,2024-04-15
FAM_001409,Lara Family,Gregory Jacobs,51314.72,2,Married,977 Kathleen Rue Suite 772,GEO_0031,2019-10-15,Christopher Johnston,5,Inactive,Text,001-878-857-5232,Self,Moderate,Masters,2024-09-28
FAM_001410,Taylor Family,Bradley Thornton,67678.91,4,Single,3435 Dean Mountain Suite 296,GEO_0108,2019-10-16,Chloe Benson,1,Exited,Email,403-282-1186,Agency,Low,Bachelors,2020-12-19
FAM_001411,Smith Family,Miranda Ortiz,87096.41,4,Married,1564 Patricia Way Apt. 299,GEO_0068,2024-06-20,Rachel Vasquez,8,Exited,Text,001-650-425-5130x99962,Agency,Moderate,High School,2016-05-12
FAM_001412,Greer Family,Erika Brown,18537.07,4,Single,48042 Ruiz Way,GEO_0196,2020-10-30,Karen Wade,3,Exited,Email,+1-364-797-7070x34562,Agency,Low,Masters,2019-09-25
FAM_001413,Haas Family,Samantha Robinson,49168.64,2,Single,00940 Robert Knoll Suite 376,GEO_0142,2017-06-08,Katherine Smith,1,Exited,Text,(952)774-2169x195,Self,Low,High School,2017-09-26
FAM_001414,Anderson Family,Cassandra Bonilla,29213.04,6,Separated,2662 Michael Ranch,GEO_0183,2022-07-28,Matthew Ray,2,Exited,Text,001-241-890-4549,Self,High,Masters,2016-05-23
FAM_001415,Colon Family,Veronica Osborne,37924.09,4,Married,36930 Jennifer Grove,GEO_0121,2018-01-06,Christopher Hill,3,Inactive,Text,847-382-9240x98866,Agency,High,Bachelors,2022-03-28
FAM_001416,Watson Family,Ashley Reese,133851.35,6,Divorced,52731 Karen Ferry,GEO_0191,2025-09-26,Jeremy Mooney,4,Inactive,Email,+1-318-270-0749x89006,Agency,High,Masters,2021-07-24
FAM_001417,Mccoy Family,Matthew Berg,83613.97,6,Married,4147 Fisher Turnpike,GEO_0026,2016-03-03,Craig Lyons,5,Exited,Email,(703)415-5677,Self,Low,High School,2020-01-08
FAM_001418,Newman Family,Kristen Montoya,98305.61,2,Single,18429 Jeff Isle,GEO_0033,2023-04-08,Larry Crawford,3,Active,Email,763-259-2444,Agency,High,Masters,2018-11-30
FAM_001419,Aguilar Family,Derrick Perkins,122303.53,2,Single,4229 Mary Trace Suite 966,GEO_0009,2019-01-10,Amanda Huerta,4,Inactive,Text,565.947.8891x559,Agency,High,Bachelors,2022-01-14
FAM_001420,Green Family,Nicole Moore,121278.47,5,Married,1539 Kristine Expressway Suite 247,GEO_0111,2025-03-11,Jessica Lynn,2,Inactive,Email,451.242.5807x4221,Community Partner,Moderate,Masters,2016-02-01
FAM_001421,Hess Family,Nicholas Richardson,148516.51,6,Separated,5003 Cassie Brook,GEO_0007,2024-07-13,Elizabeth Carlson,2,Exited,Email,001-437-336-0014x52323,Self,Moderate,High School,2024-07-02
FAM_001422,Johnson Family,Anna White,119468.21,3,Divorced,064 Russell Way,GEO_0177,2017-05-11,Savannah Perry,4,Active,Phone,001-542-204-1793x95384,Agency,Low,Bachelors,2022-01-01
FAM_001423,Brown Family,Scott Lopez,60275.7,1,Separated,2787 Megan Squares Suite 540,GEO_0043,2021-05-03,Samantha Torres,3,Inactive,Text,218.546.6090x3514,Agency,High,Masters,2024-10-03
FAM_001424,Orr Family,Nicholas Holland Jr.,86232.49,6,Married,31697 Jennifer Summit Apt. 675,GEO_0019,2022-10-30,Katelyn Nelson,6,Inactive,Text,931.439.3605,Self,High,Bachelors,2016-05-03
FAM_001425,Ramos Family,Christopher Long,77855.13,3,Married,393 Blanchard Spur Suite 904,GEO_0034,2022-08-22,Melissa Smith,4,Active,Email,001-807-731-1567x6238,Agency,High,High School,2020-05-08
FAM_001426,Anderson Family,Andrea Jones,137774.78,1,Divorced,92528 Grant Forges Suite 733,GEO_0132,2016-10-14,Brenda Gray,3,Inactive,Email,+1-226-530-1618,Agency,Low,High School,2018-04-05
FAM_001427,Stein Family,Terry Waller,80335.06,1,Married,30734 Wright Villages,GEO_0136,2019-02-28,Jennifer Ruiz,7,Exited,Email,6382794263,Community Partner,Low,High School,2022-04-19
FAM_001428,Calderon Family,Joseph Acosta,64373.38,2,Single,23641 Elijah Trace,GEO_0100,2016-04-30,Christine Richardson,5,Active,Email,001-454-375-5156x9832,Self,Low,Masters,2023-07-23
FAM_001429,Rivera Family,Lindsey Gray,35174.22,4,Married,0985 Jennifer Mount Apt. 033,GEO_0109,2025-09-02,Nancy Henry,7,Active,Text,001-281-328-0919x177,Agency,High,High School,2018-04-11
FAM_001430,Williams Family,Ronald Hines,54642.86,4,Divorced,51602 Lorraine Islands Apt. 071,GEO_0091,2024-12-24,Scott Murphy,5,Inactive,Phone,001-882-977-1795,Agency,Low,Bachelors,2023-03-21
FAM_001431,Murray Family,Amanda Wright,40662.83,4,Separated,5870 Walters Square Apt. 422,GEO_0033,2016-11-11,Stephanie Eaton,4,Active,Phone,358.776.6121x77444,Community Partner,High,Bachelors,2025-11-07
FAM_001432,Jackson Family,Charles Burton,135407.07,3,Married,6411 Nathan Landing Apt. 253,GEO_0103,2021-11-08,Kevin Green,7,Inactive,Phone,(557)443-7598x2481,Community Partner,Low,Masters,2022-12-11
FAM_001433,Berry Family,Vincent Rosario,118995.36,4,Separated,8191 Lynn Street,GEO_0179,2017-04-21,Donna Smith,5,Exited,Email,+1-618-601-2955,Community Partner,Low,Bachelors,2022-06-23
FAM_001434,Underwood Family,Noah Morgan,18202.77,6,Separated,53494 Christina Well Suite 157,GEO_0143,2024-10-03,Courtney Hernandez,6,Active,Text,373-252-6407x14913,Agency,Low,High School,2025-05-31
FAM_001435,Foster Family,Christina Castillo,148814.39,5,Single,7166 Glenn Passage Apt. 463,GEO_0062,2019-07-17,Joe Smith,4,Active,Email,665-527-4045x645,Community Partner,High,High School,2018-03-07
FAM_001436,Johnson Family,Jill Martin,84120.52,2,Divorced,1621 Snow Stravenue,GEO_0183,2020-05-08,Christopher Long,1,Exited,Email,329-403-8265,Self,Low,High School,2020-12-15
FAM_001437,Vega Family,Christopher Brown,117357.9,4,Separated,52007 Ayers Island Apt. 420,GEO_0076,2019-04-12,Melissa Brooks,5,Active,Phone,001-794-372-9926x33700,Self,High,High School,2020-07-24
FAM_001438,Thompson Family,Lori Martinez,149944.8,6,Single,868 Contreras Manor Suite 714,GEO_0031,2020-07-16,Laura Massey,5,Active,Text,339-712-2276,Community Partner,Low,Bachelors,2023-08-26
FAM_001439,Lewis Family,Ashley Phillips,146357.18,6,Married,360 Julie Ramp,GEO_0087,2025-07-12,Walter Lucas,3,Active,Email,+1-442-451-1874,Self,Low,Bachelors,2020-06-15
FAM_001440,Lopez Family,Sara Thomas,24018.81,4,Separated,01461 Jessica Rapid,GEO_0087,2019-05-12,Brent Carrillo,2,Exited,Email,918.758.3132,Self,Moderate,Bachelors,2022-04-15
FAM_001441,Ramirez Family,Allison Simmons,101961.02,4,Separated,8888 Amanda Fords,GEO_0152,2022-10-22,Tyler Henderson,1,Inactive,Email,603.540.9718x1485,Agency,Low,Masters,2019-01-03
FAM_001442,Stephenson Family,Matthew Perez,47313.78,3,Married,6163 Rickey Pass,GEO_0156,2020-02-15,Matthew Henry,2,Inactive,Text,(427)948-1873x1785,Self,Low,Masters,2021-06-07
FAM_001443,Johnson Family,Janice Henson,124279.92,2,Married,851 Cantu Ranch Apt. 509,GEO_0158,2021-05-08,Dakota Peters,8,Exited,Email,(742)884-6851x92617,Community Partner,High,Masters,2023-04-28
FAM_001444,Harvey Family,Ashley Jackson,138416.33,5,Single,6882 Mendoza Pine Apt. 072,GEO_0028,2023-04-12,Tracy Brown,6,Active,Phone,+1-327-242-9003x916,Agency,Moderate,Masters,2022-12-17
FAM_001445,Sanchez Family,Brian Sosa,17827.21,4,Married,08147 Cynthia Mount Apt. 564,GEO_0185,2024-11-06,Amy Thomas,1,Active,Phone,(281)611-1704,Agency,Moderate,Masters,2025-07-06
FAM_001446,Phillips Family,Luis Wilson,149494.89,1,Married,8308 Brandon Locks,GEO_0012,2016-12-01,Raymond Baldwin,7,Inactive,Email,001-978-273-7480x521,Community Partner,Low,Masters,2018-01-21
FAM_001447,Jenkins Family,Tamara Huang,40717.62,3,Divorced,999 Garcia Glens Suite 498,GEO_0019,2024-10-05,Jessica Wilson,2,Exited,Phone,(507)339-7016,Agency,High,High School,2020-02-18
FAM_001448,Pierce Family,Cassandra Moreno,128510.71,4,Separated,7146 Baker Camp,GEO_0190,2024-05-12,Kevin Harper,8,Exited,Phone,(929)658-1077x19676,Self,Low,Bachelors,2022-11-25
FAM_001449,Brown Family,Meghan Hernandez,121634.7,4,Married,8867 Jones Points Suite 711,GEO_0091,2023-05-31,Lisa Morrison,1,Inactive,Phone,666-606-4858,Community Partner,Moderate,Bachelors,2021-06-01
FAM_001450,Ramirez Family,Elizabeth Roth,59672.65,6,Divorced,5605 Nicholson Fords Suite 318,GEO_0115,2020-02-10,Nicole Mccormick,2,Active,Email,524-850-4988x645,Community Partner,Moderate,Bachelors,2024-11-16
