employee_id,emp_name,emp_role,department,hire_date,contact_email,supervisor_name,Job_Search_Service_Used,Renewal_Flag,Industry
EMP_000461,Donald Gonzales,Manager,Health,2021-08-24,brendaaguirre@example.org,David Robertson,Online Portal,1,Education
EMP_000462,Zachary Lopez,Trainer,Operations,2024-09-15,carlsonmary@example.com,Samuel Weaver,Workforce Center,1,Retail
EMP_000463,Laura Washington,Case Worker,Education,2024-12-03,yangsandra@example.org,Jacob Ward,Online Portal,1,Education
EMP_000464,Nancy Reid,Manager,Health,2019-12-25,johnsonangela@example.org,Brian Wolfe,Online Portal,0,Education
EMP_000465,Debra Medina,Trainer,Operations,2022-01-28,hernandezjessica@example.net,Cameron Kim,None,0,Technology
EMP_000466,Dr. Amanda Chavez,Case Worker,Health,2021-05-18,sarahernandez@example.org,Autumn Lawson,Online Portal,0,Education
EMP_000467,Susan Rodriguez DDS,Mentor,Finance,2024-07-18,donnameyers@example.net,Bryan Dawson Jr.,Online Portal,0,Technology
EMP_000468,Donna Reed,Trainer,Operations,2018-02-20,justin95@example.net,Kristie James,None,1,Retail
EMP_000469,Kathryn Simpson,Mentor,Finance,2024-05-30,nancy44@example.net,Andrea Wilkerson,Workforce Center,0,Technology
EMP_000470,Tony Dickerson,Trainer,Education,2020-11-30,montoyaomar@example.com,Samuel Bruce,None,1,Technology
EMP_000471,Jennifer Gibson,Administrator,Health,2019-09-09,lori18@example.net,Hannah White,Workforce Center,0,Education
EMP_000472,Margaret Martin,Case Worker,Education,2023-05-12,ruizsarah@example.org,William Morgan,Online Portal,0,Technology
EMP_000473,Stephen Lee,Manager,Operations,2019-02-14,ritadavidson@example.org,Jennifer Wilkerson,Online Portal,1,Healthcare
EMP_000474,Allen Hughes,Trainer,Finance,2023-11-12,robert69@example.net,Trevor Mendez,Workforce Center,1,Technology
EMP_000475,Brian Mccoy,Mentor,Operations,2025-04-21,jessicamorgan@example.net,Michele Walker,Online Portal,0,Healthcare
EMP_000476,Jesse Adams,Mentor,Education,2022-08-24,josephtran@example.com,Taylor Bowman,Online Portal,1,Retail
EMP_000477,Christopher Powell,Mentor,Operations,2019-08-19,brianhunt@example.net,Julie Jacobson,None,1,Education
EMP_000478,Grant Pugh,Administrator,Health,2024-01-25,daniel25@example.com,Ariana Rowland,Online Portal,0,Retail
EMP_000479,Sarah Chase,Case Worker,Health,2020-03-26,ijames@example.com,Mark Bennett,None,1,Technology
EMP_000480,David Allen,Mentor,Education,2017-08-06,alexandertaylor@example.com,Michael Wilson,None,0,Healthcare
EMP_000481,Denise Wheeler,Mentor,Operations,2016-11-26,monteskevin@example.net,Cynthia Chavez,None,0,Education
EMP_000482,Dr. Wanda Molina,Trainer,Health,2020-04-26,amanda48@example.org,Thomas Oneill,None,0,Healthcare
EMP_000483,Paul Henry,Trainer,Health,2019-01-18,masseytonya@example.org,James Nelson,None,0,Retail
EMP_000484,Heather Taylor,Manager,Operations,2024-06-21,cantuelijah@example.org,Amanda Buchanan,Online Portal,0,Technology
EMP_000485,Mary Zuniga,Mentor,Health,2021-12-09,chloehayes@example.com,Casey Hardy,Online Portal,1,Healthcare
EMP_000486,Jordan Hampton,Case Worker,Health,2021-02-19,tcarr@example.org,Michelle Morgan,Online Portal,1,Technology
EMP_000487,Ashley Chan,Administrator,Operations,2023-03-01,seanalexander@example.org,Lindsey Goodman,Online Portal,0,Technology
EMP_000488,Kathryn Lopez,Administrator,Operations,2018-08-13,cmcmahon@example.org,Tammy Vaughn,Workforce Center,1,Technology
EMP_000489,Brandon Ward,Mentor,Finance,2023-07-17,dhenson@example.org,Tammy Lynch,Workforce Center,0,Healthcare
EMP_000490,Emily Scott,Case Worker,Finance,2024-07-28,uwoods@example.org,Michael Johnson,Workforce Center,1,Education
EMP_000491,Thomas Maldonado,Case Worker,Health,2022-07-13,christopherbeck@example.com,Kyle Lopez,Online Portal,0,Education
EMP_000492,Jonathan Torres,Mentor,Health,2020-06-04,milesstephen@example.org,Damon Simmons,Online Portal,0,Retail
EMP_000493,Denise Bennett DDS,Mentor,Health,2018-11-23,kmyers@example.com,Cynthia Davis,Workforce Center,0,Retail
EMP_000494,Jordan Jones,Administrator,Operations,2021-08-19,richard51@example.org,Ashley Davidson,Workforce Center,0,Retail
EMP_000495,Patricia Cole,Case Worker,Finance,2016-08-15,mindy41@example.com,Susan Smith,Workforce Center,0,Retail
EMP_000496,Mark Fitzgerald,Administrator,Health,2017-08-20,kimberlyedwards@example.net,Thomas Haynes,Online Portal,0,Healthcare
EMP_000497,Kelly Marks,Administrator,Operations,2020-08-03,higginsterri@example.org,Dr. Linda Owens,None,1,Education
EMP_000498,Mandy Campbell,Mentor,Operations,2023-01-28,dweiss@example.com,John Frazier,None,0,Education
EMP_000499,Jesse Barnes,Trainer,Operations,2016-01-28,james21@example.org,William Martinez,Workforce Center,0,Technology
EMP_000500,Timothy Williams,Administrator,Education,2022-03-19,christophermiles@example.org,Anthony Smith,None,1,Education
EMP_000501,Tammy Padilla,Manager,Finance,2024-11-13,meghan78@example.com,Jennifer Jackson,None,1,Education
EMP_000502,Trevor Alvarez,Mentor,Education,2021-01-07,patelrichard@example.net,Matthew Robinson,None,0,Technology
EMP_000503,Jeffery Snyder,Manager,Operations,2020-10-29,mccoyamy@example.com,Warren Kim,Workforce Center,0,Education
EMP_000504,Raymond Galloway,Manager,Health,2016-04-25,andrewsdawn@example.com,Sheryl Walker,Workforce Center,1,Education
EMP_000505,Erin Booker,Mentor,Education,2023-12-20,ewilliams@example.org,Lisa Edwards,Workforce Center,0,Healthcare
EMP_000506,Todd Cooper,Trainer,Finance,2019-12-09,caleb22@example.com,Juan Gomez,None,1,Healthcare
EMP_000507,Keith Harris,Manager,Health,2016-05-02,willieprice@example.com,Rachael Bennett,None,0,Healthcare
EMP_000508,Pamela Cervantes,Manager,Health,2022-09-13,nicolewhitney@example.org,Robert Murphy,Online Portal,1,Retail
EMP_000509,Maria Gonzalez,Trainer,Health,2017-02-23,william30@example.net,Jacob Scott,Online Portal,0,Education
EMP_000510,Grant Fitzgerald,Trainer,Health,2019-08-12,zhumphrey@example.org,Christopher Jackson,Online Portal,1,Technology
EMP_000511,Amber White,Trainer,Finance,2022-05-10,jesus69@example.com,Amy Taylor,Workforce Center,1,Education
EMP_000512,Melissa Reyes,Manager,Health,2023-07-29,wendylamb@example.org,Alexander Shields,Workforce Center,1,Technology
EMP_000513,Joshua Tanner,Mentor,Finance,2016-06-24,monica70@example.net,Lance Mathews,Workforce Center,1,Education
EMP_000514,Anita Beard,Case Worker,Education,2023-01-18,debra38@example.net,Michael Smith,None,0,Healthcare
EMP_000515,Rachel Hunt,Case Worker,Health,2022-09-21,kimberly36@example.com,Philip Mitchell,Online Portal,1,Retail
EMP_000516,John Foster II,Case Worker,Education,2021-02-02,fergusonnatalie@example.org,Nancy Brown,Workforce Center,1,Education
EMP_000517,Sara Powers DDS,Case Worker,Education,2019-07-20,michelle58@example.org,Benjamin Howard,Workforce Center,1,Education
EMP_000518,Joseph Stafford,Mentor,Education,2016-01-22,colemantyler@example.com,Julie Brown,Workforce Center,0,Education
EMP_000519,Daniel Wilson,Administrator,Operations,2018-08-22,ffranklin@example.com,Tyler Vasquez,Workforce Center,1,Healthcare
EMP_000520,Pamela Rollins,Manager,Finance,2022-08-10,keithlittle@example.org,Justin Walker,Online Portal,0,Retail
EMP_000521,Brandon Harris,Administrator,Operations,2021-01-13,brian07@example.org,Jordan Williams,Workforce Center,0,Technology
EMP_000522,Ann Martin MD,Administrator,Health,2024-09-20,kbrooks@example.net,Derek Jackson,Online Portal,0,Technology
EMP_000523,Kevin Smith,Case Worker,Operations,2025-02-05,jefferyhicks@example.com,Miranda Campbell,Online Portal,1,Technology
EMP_000524,Miguel Torres,Mentor,Education,2020-09-27,jonesamy@example.org,Nicole Long,Workforce Center,1,Education
EMP_000525,Roberto Turner,Mentor,Health,2023-10-05,jacob67@example.net,Carol Soto,Online Portal,1,Healthcare
EMP_000526,Ashley Bender,Administrator,Education,2022-02-21,urichardson@example.net,Ashley Lopez,Online Portal,1,Healthcare
EMP_000527,Denise Woods,Trainer,Health,2016-02-07,smithbeth@example.org,Shane Jackson,Online Portal,1,Education
EMP_000528,Tiffany Oconnor,Trainer,Finance,2020-11-06,gordonjocelyn@example.org,Heather Kelly,Online Portal,0,Technology
EMP_000529,James Brown,Administrator,Finance,2023-09-01,asanchez@example.net,Cory Henson,Online Portal,1,Retail
EMP_000530,William Sanchez,Manager,Health,2025-05-03,daniellewarren@example.org,Margaret Ford,Online Portal,1,Technology
EMP_000531,Makayla Allen,Manager,Finance,2022-11-01,swansonmegan@example.net,Justin Webster,Workforce Center,0,Retail
EMP_000532,Lacey Myers,Case Worker,Operations,2018-06-26,jamesmartin@example.com,Jeffrey Riley,Online Portal,1,Retail
EMP_000533,Shirley Pruitt,Administrator,Finance,2019-03-16,richard18@example.com,Carla Adams,Online Portal,1,Healthcare
EMP_000534,Michael Hood,Administrator,Operations,2024-12-01,ymccormick@example.org,Austin Gilbert,Online Portal,1,Healthcare
EMP_000535,Alexander Hernandez,Administrator,Operations,2021-11-27,jacksonandrea@example.org,Edward Curry,Workforce Center,1,Technology
EMP_000536,Wendy Moore,Case Worker,Health,2021-04-01,reedmichelle@example.org,Joseph Greer,None,1,Education
EMP_000537,Jennifer Brown,Mentor,Health,2017-12-10,contrerasjasmine@example.org,Mary Yu,None,1,Education
EMP_000538,Eric Li,Case Worker,Finance,2019-06-23,freemanmichael@example.net,Melissa Rodriguez,Online Portal,0,Technology
EMP_000539,Stacy Woods,Mentor,Health,2016-12-10,wesley44@example.net,Kathryn Weaver,Online Portal,1,Technology
EMP_000540,Kent Torres,Case Worker,Education,2022-12-04,mmitchell@example.net,Jonathan Barrera,Online Portal,1,Retail
EMP_000541,Mr. Derek Wagner,Administrator,Education,2020-12-18,helen49@example.com,Allison Mitchell,Workforce Center,0,Healthcare
EMP_000542,Michael Goodwin,Manager,Operations,2017-11-11,lindseyleslie@example.net,Emily White,Online Portal,0,Healthcare
EMP_000543,Chad Silva,Administrator,Operations,2023-08-11,matthewrice@example.org,Beth Thomas,None,1,Healthcare
EMP_000544,Samantha Rodriguez,Trainer,Operations,2022-02-14,lisa64@example.net,Dr. William Owens,Workforce Center,1,Healthcare
EMP_000545,Rodney Mccormick,Manager,Operations,2024-07-08,cmckee@example.org,Danielle Alvarez,Online Portal,0,Technology
EMP_000546,David Williams,Manager,Education,2021-02-28,brandon55@example.net,Joseph Perkins,Workforce Center,0,Healthcare
EMP_000547,Shawn Donovan,Manager,Operations,2022-08-15,michaelcardenas@example.net,Emily Anderson,Online Portal,1,Education
EMP_000548,Jason Washington,Mentor,Health,2022-07-26,strongeric@example.net,James Moore,Workforce Center,1,Technology
EMP_000549,Amanda Gentry,Mentor,Finance,2020-11-16,usparks@example.com,Jonathan Taylor,Online Portal,0,Healthcare
EMP_000550,Angela Moore,Manager,Operations,2018-01-16,kendra15@example.net,Amanda Walsh,Online Portal,0,Technology
EMP_000551,Jane Robertson,Trainer,Operations,2022-07-26,uchen@example.org,David Chapman,Workforce Center,0,Healthcare
EMP_000552,Victor Mueller,Trainer,Finance,2021-04-30,victoria54@example.org,Ashley Coleman,Workforce Center,0,Technology
EMP_000553,Laura Huber,Manager,Finance,2020-11-16,bautistalogan@example.com,Kimberly Aguilar,Workforce Center,0,Education
EMP_000554,Michael Nichols,Case Worker,Education,2019-08-19,christopher93@example.net,Richard Jackson,None,1,Healthcare
EMP_000555,Thomas Murray,Mentor,Health,2025-02-03,cwu@example.org,Shane Saunders,Online Portal,1,Retail
EMP_000556,Kevin Washington,Case Worker,Finance,2024-08-21,rmorales@example.com,Jordan Watson,Workforce Center,1,Healthcare
EMP_000557,Tara Benton,Case Worker,Finance,2024-06-11,roger71@example.net,Daniel Cole,Workforce Center,1,Healthcare
EMP_000558,Brandon King,Administrator,Education,2025-09-27,rgill@example.com,Michael Cohen,Online Portal,1,Retail
EMP_000559,Terri Foley,Administrator,Operations,2021-08-25,robertharrison@example.net,Anthony Reed,Workforce Center,0,Technology
EMP_000560,Bryan Harrington,Administrator,Finance,2023-07-15,mirandaholmes@example.org,Dawn Jones,Workforce Center,0,Healthcare
EMP_000561,Michelle Hicks,Manager,Operations,2017-07-05,cynthiamitchell@example.com,Dawn Lawson,Workforce Center,0,Technology
EMP_000562,Bobby Stark,Case Worker,Health,2016-07-28,michael45@example.org,Jeffrey Meyer,Workforce Center,1,Education
EMP_000563,Brad Fisher,Manager,Operations,2022-04-24,andradepaige@example.org,Samantha Brown,None,0,Technology
EMP_000564,Rachel Jarvis,Case Worker,Finance,2016-11-08,gmullins@example.org,Robert Johnson,Workforce Center,1,Healthcare
EMP_000565,Ronald Whitehead,Mentor,Operations,2017-04-18,darrellbridges@example.com,Steven Lee,Workforce Center,0,Retail
EMP_000566,Amy Wilson,Manager,Operations,2022-11-12,jamessmith@example.org,Jennifer Boyle,Workforce Center,1,Retail
EMP_000567,Stephen Moody,Administrator,Finance,2016-09-01,vickiwilkerson@example.net,Michael Burch,Online Portal,1,Technology
EMP_000568,Richard Martinez,Manager,Health,2023-05-16,ricelisa@example.org,Scott Alvarez,None,1,Education
EMP_000569,Anthony Burton,Trainer,Finance,2021-03-12,brightjason@example.net,John Miller,Online Portal,1,Healthcare
EMP_000570,Brian Elliott,Mentor,Health,2019-07-11,rrobbins@example.com,Christian Martinez,Online Portal,1,Retail
EMP_000571,Lisa Hays,Administrator,Finance,2021-07-10,mortega@example.com,Henry Jones,None,1,Healthcare
EMP_000572,Danny Johnson,Manager,Finance,2020-07-30,cparker@example.com,Jessica Young,Online Portal,0,Education
EMP_000573,Joseph Campbell,Administrator,Health,2023-12-21,josephwilliams@example.com,Beth Wright,Workforce Center,0,Technology
EMP_000574,George Davis,Mentor,Education,2025-02-09,markmann@example.com,James Reyes,Online Portal,0,Retail
EMP_000575,Aimee Jensen,Administrator,Education,2022-05-09,barronjohn@example.net,Anthony Mcgrath,Online Portal,0,Education
EMP_000576,Elizabeth Harrison,Trainer,Operations,2022-06-13,qmclaughlin@example.org,Tammy Graham,Workforce Center,1,Retail
EMP_000577,Stephen Fletcher,Mentor,Education,2016-03-29,edwinlam@example.org,Rachel Potter,Workforce Center,1,Technology
EMP_000578,Angelica French,Administrator,Health,2024-04-21,josephhall@example.com,Jennifer Lewis,Online Portal,0,Healthcare
EMP_000579,Sherry Miller,Trainer,Finance,2025-06-22,garyking@example.net,Joseph Reed,None,0,Retail
EMP_000580,Bryce Lawrence,Administrator,Education,2019-02-19,xwebster@example.net,Jacob Cardenas,Workforce Center,0,Education
EMP_000581,Courtney Knox,Manager,Operations,2016-11-01,mariagreer@example.com,Laura Turner,Online Portal,0,Healthcare
EMP_000582,Stephanie Day,Mentor,Health,2017-08-18,jennifergaines@example.net,Carlos Smith,None,1,Retail
EMP_000583,David Stewart,Case Worker,Operations,2022-05-08,jacqueline17@example.org,Jennifer Franklin,Online Portal,1,Healthcare
EMP_000584,Joanna Weeks,Manager,Finance,2018-04-08,hesterjay@example.org,Charles Johnson,Online Portal,1,Retail
EMP_000585,Lisa Park,Case Worker,Finance,2020-05-31,sarahnunez@example.com,Brett Soto,None,0,Retail
EMP_000586,Tracey Gonzalez,Trainer,Health,2021-05-26,eclark@example.net,Danielle Cannon,Workforce Center,1,Retail
EMP_000587,Joshua Bullock,Case Worker,Operations,2017-06-09,gordonjoseph@example.org,Dawn Thompson,Online Portal,0,Technology
EMP_000588,Shannon Odonnell,Manager,Education,2020-12-30,johnjackson@example.com,Karen Hernandez,None,0,Technology
EMP_000589,Sharon Dorsey,Mentor,Education,2021-03-26,rjones@example.com,David Dixon,Online Portal,1,Technology
EMP_000590,Jennifer Jenkins,Case Worker,Health,2015-11-23,dhall@example.com,Corey Barnes,Online Portal,1,Education
EMP_000591,Lori Anderson,Mentor,Education,2021-08-29,tommy10@example.org,Melissa Hines,Workforce Center,1,Retail
EMP_000592,Julie Sanders,Case Worker,Finance,2022-11-12,rholmes@example.org,Michael Stone,Workforce Center,1,Healthcare
EMP_000593,Julia Cole,Administrator,Operations,2019-07-11,brooke30@example.net,Jacqueline Wells,Online Portal,0,Technology
EMP_000594,Brian Marshall,Manager,Finance,2023-08-30,kristinerocha@example.net,Benjamin Wells,Workforce Center,0,Technology
EMP_000595,Angela Robertson,Mentor,Education,2018-01-06,kellyrebecca@example.net,Robin Ryan,Online Portal,0,Healthcare
EMP_000596,Roger Anderson,Manager,Finance,2020-11-18,danielle07@example.org,Allison Washington,Workforce Center,1,Education
EMP_000597,Erik Potter,Manager,Finance,2022-03-31,resparza@example.com,Michael Jones,Online Portal,1,Healthcare
EMP_000598,John Johnson,Administrator,Operations,2021-06-05,vincentburnett@example.net,Anna Schroeder,None,1,Education
EMP_000599,David Franklin,Case Worker,Operations,2023-05-04,maryweber@example.org,Kayla Whitehead,None,0,Technology
EMP_000600,Brandi Mason,Trainer,Health,2017-07-23,larryweaver@example.org,Dennis Holmes,Workforce Center,0,Education
EMP_000601,Mrs. Mallory Martinez MD,Mentor,Operations,2023-09-08,williamswillie@example.com,Elaine Morrow,None,0,Technology
EMP_000602,Debra Day DVM,Trainer,Health,2020-03-08,theresa48@example.org,Timothy Wong,Workforce Center,0,Healthcare
EMP_000603,David Dennis,Manager,Finance,2021-12-01,james04@example.net,Roberta Cook,Online Portal,0,Healthcare
EMP_000604,Austin Price,Manager,Health,2017-12-25,alexandercross@example.org,Cindy Miller,Online Portal,0,Technology
EMP_000605,Melanie Cherry,Trainer,Finance,2017-06-03,browndouglas@example.com,Jesse Roy,Workforce Center,0,Technology
EMP_000606,Jennifer Rodriguez,Case Worker,Operations,2016-12-06,cindyzamora@example.com,Jonathan Price,None,0,Retail
EMP_000607,Tara Perez,Trainer,Education,2016-05-30,davispenny@example.org,Melissa Serrano,Online Portal,0,Healthcare
EMP_000608,Allen Wood,Case Worker,Finance,2019-05-10,erikmorris@example.net,Dr. Jason Perry MD,Online Portal,0,Technology
EMP_000609,Jacob Cabrera,Mentor,Finance,2023-05-23,nicholsonsamantha@example.net,Jeffrey Sanders,Workforce Center,0,Technology
EMP_000610,Daniel Powell,Administrator,Finance,2019-10-16,kristina17@example.org,Jonathan Kelley,Online Portal,1,Healthcare
EMP_000611,Robert Young,Administrator,Finance,2021-06-09,hmiller@example.net,Monique Jones,None,1,Education
EMP_000612,Ashley Willis,Case Worker,Finance,2020-03-30,taylorkarina@example.net,David Meza,None,1,Retail
EMP_000613,Margaret Hughes,Manager,Health,2016-06-12,kkelley@example.com,Roger Foster,None,1,Healthcare
EMP_000614,Tommy Hill,Trainer,Education,2025-09-23,garciaderek@example.org,Sara Carrillo,Workforce Center,1,Healthcare
EMP_000615,Susan Stewart,Administrator,Finance,2018-08-15,umack@example.com,Jane Swanson,Workforce Center,0,Healthcare
EMP_000616,Jacqueline Blake,Trainer,Operations,2017-09-11,preyes@example.net,Donald Hobbs,Online Portal,0,Healthcare
EMP_000617,Robert Goodwin,Case Worker,Health,2024-06-01,brennanshawn@example.com,Monica Morton,Workforce Center,0,Technology
EMP_000618,Keith Medina,Manager,Finance,2020-11-26,jenniferfernandez@example.org,Ray Wood,Workforce Center,1,Healthcare
EMP_000619,Tiffany White,Manager,Operations,2019-05-25,leah16@example.org,Heather Harris,Online Portal,1,Retail
EMP_000620,Joseph Reed,Case Worker,Health,2025-08-29,harringtonkelly@example.com,Larry Mcbride,None,1,Retail
EMP_000621,Amber Allen,Mentor,Education,2019-01-09,jennifer98@example.org,Katherine Anderson,Workforce Center,0,Technology
EMP_000622,Larry Taylor,Trainer,Operations,2021-10-19,dlin@example.com,Pamela Thomas,Online Portal,0,Technology
EMP_000623,Karen Boyd,Trainer,Education,2021-03-11,mmccoy@example.com,Shane Brown,Workforce Center,0,Technology
EMP_000624,Amy Thomas,Mentor,Health,2023-07-01,xhall@example.com,Laura Whitehead,None,0,Technology
EMP_000625,Michael Esparza,Case Worker,Education,2022-10-30,morrisonlawrence@example.net,Stephanie Kennedy,None,1,Retail
EMP_000626,Janet Wallace,Administrator,Health,2023-02-05,hallsean@example.org,Andrew Robinson,Workforce Center,0,Retail
EMP_000627,Tammie Bell,Administrator,Education,2019-02-26,amoore@example.org,Jennifer Kennedy,None,1,Education
EMP_000628,Gail Rivas,Mentor,Health,2017-10-04,kathycook@example.com,Emily Acosta,None,0,Healthcare
EMP_000629,David Dougherty,Administrator,Health,2025-05-04,burnsamanda@example.net,Kathryn Murphy,Workforce Center,1,Healthcare
EMP_000630,Cathy Foster,Mentor,Education,2024-03-21,amberyoung@example.org,Thomas Burns,Workforce Center,1,Retail
EMP_000631,Sean Yu,Administrator,Finance,2016-10-06,johnsongerald@example.net,John Mueller,Workforce Center,1,Retail
EMP_000632,April Perez,Case Worker,Finance,2020-08-21,robertmorris@example.org,Angela James,Workforce Center,0,Technology
EMP_000633,Kelly Anderson,Manager,Health,2023-05-20,tschneider@example.com,Kelsey Thomas,Online Portal,1,Technology
EMP_000634,David Miller,Manager,Health,2016-08-02,nathan85@example.net,Charles Franklin,Online Portal,1,Technology
EMP_000635,Chelsea Jenkins,Case Worker,Education,2017-09-08,gchavez@example.org,Brenda Smith,Online Portal,1,Education
EMP_000636,Kelli Salinas,Administrator,Health,2018-08-08,michellescott@example.org,Amy Holt,Online Portal,1,Healthcare
EMP_000637,Heather Jensen,Manager,Health,2025-07-30,kaiserbethany@example.org,James Flores,None,1,Healthcare
EMP_000638,Bernard Watson,Trainer,Education,2019-05-17,weisskenneth@example.org,Alison Andrade,Workforce Center,1,Healthcare
EMP_000639,Jacqueline Smith,Manager,Education,2022-04-03,deborahsmith@example.org,Micheal Jackson,Workforce Center,0,Healthcare
EMP_000640,Donna Lloyd,Manager,Finance,2022-04-29,brianhernandez@example.com,Michele Cooper,None,1,Technology
EMP_000641,Julie Taylor,Trainer,Finance,2023-02-07,theresaterrell@example.com,Walter Carpenter,None,1,Education
EMP_000642,Joel Gregory,Trainer,Education,2024-07-22,changsheri@example.com,Barbara Hernandez,Workforce Center,1,Healthcare
EMP_000643,Edward Cummings,Manager,Operations,2020-03-12,corey94@example.net,Jennifer Taylor,None,1,Technology
EMP_000644,Amanda Thompson,Case Worker,Finance,2020-04-20,uwest@example.org,Justin Sherman,Online Portal,1,Retail
EMP_000645,Mark Aguilar,Manager,Finance,2020-12-22,rosalesgeorge@example.net,Jessica Duran,Workforce Center,0,Healthcare
EMP_000646,Olivia Garcia,Manager,Finance,2024-12-21,armstrongcassie@example.org,Nicholas Leonard,Workforce Center,1,Technology
EMP_000647,Jim Hester,Mentor,Finance,2022-01-19,michelerogers@example.net,Dana Whitehead,None,1,Healthcare
EMP_000648,Kimberly Murphy,Trainer,Operations,2016-09-05,pcharles@example.org,Michael Smith,Online Portal,1,Education
EMP_000649,Pamela Clark,Mentor,Operations,2018-12-30,michellebrown@example.org,Lori Mcknight,None,1,Retail
EMP_000650,Jeremy Washington,Manager,Operations,2025-11-03,ianderson@example.org,Monique Harris,Online Portal,0,Technology
EMP_000651,Michael Stark,Case Worker,Health,2017-11-30,scottburns@example.net,David Mccarthy,Workforce Center,0,Retail
EMP_000652,Deanna Smith,Trainer,Finance,2016-01-06,wilsontheresa@example.net,Jeffrey Miller,Online Portal,1,Healthcare
EMP_000653,Robert Silva,Case Worker,Education,2022-07-12,kimberly84@example.com,Jennifer Medina,None,1,Retail
EMP_000654,Kevin Kim,Case Worker,Finance,2019-01-28,ronald95@example.net,Gabriella King,None,1,Retail
EMP_000655,Michael Miller,Trainer,Finance,2019-10-01,qhooper@example.net,Sherry Aguirre,Online Portal,0,Education
EMP_000656,Patricia Werner,Administrator,Operations,2023-06-22,hortiz@example.org,Johnny Keller,None,0,Healthcare
EMP_000657,Michael Powell,Trainer,Education,2018-08-22,hogangina@example.com,Kari Rodriguez,None,0,Retail
EMP_000658,Anthony Petty,Administrator,Finance,2023-12-14,eperkins@example.com,Christopher Carpenter,Workforce Center,0,Healthcare
EMP_000659,Chad Oneal,Mentor,Operations,2019-07-11,janicegoodwin@example.org,Kathleen Johnson,None,0,Technology
EMP_000660,Christian Hines,Case Worker,Health,2024-04-11,yjarvis@example.net,David Perez,None,1,Retail
EMP_000661,Tommy Higgins,Administrator,Operations,2025-04-18,xbrown@example.org,Karla Holmes,None,0,Technology
EMP_000662,Anthony Washington,Mentor,Finance,2022-05-02,areed@example.org,Lindsey Hamilton,Online Portal,0,Retail
EMP_000663,Travis West,Trainer,Health,2023-12-02,ldaniel@example.net,Ms. Laura Yang,None,1,Healthcare
EMP_000664,Leslie Donovan,Case Worker,Education,2017-12-23,benjaminhowell@example.com,John Russo,Online Portal,1,Technology
EMP_000665,Jennifer Roy,Trainer,Finance,2019-12-06,jaime26@example.com,Noah West,Workforce Center,0,Technology
EMP_000666,Crystal Williams,Mentor,Health,2025-05-11,ashley40@example.com,Erica Jarvis,Workforce Center,1,Education
EMP_000667,Daniel Williams,Trainer,Operations,2017-09-22,victoriawalls@example.org,Catherine Martin,Online Portal,1,Healthcare
EMP_000668,Derek Townsend,Trainer,Finance,2017-12-24,sanchezjohn@example.com,Ronald Price,Workforce Center,1,Technology
EMP_000669,Michael Adams,Administrator,Education,2024-02-25,cclay@example.org,Dr. Natasha Sharp MD,Workforce Center,0,Education
EMP_000670,Jessica Rogers,Manager,Finance,2021-05-15,jonathanrobertson@example.org,Robin Snyder,Workforce Center,1,Healthcare
EMP_000671,Rebecca Weaver,Mentor,Finance,2025-07-12,andrew40@example.org,Denise Morgan,None,0,Technology
EMP_000672,Mr. Dean Garrison Jr.,Trainer,Health,2025-05-06,charleswoods@example.org,David Brown,None,0,Education
EMP_000673,David Murphy,Trainer,Education,2016-04-27,jesusgordon@example.com,David Stephenson,Workforce Center,0,Technology
EMP_000674,Nicole Lewis,Manager,Health,2025-05-08,bensonmolly@example.org,Michael Rodriguez III,None,0,Retail
EMP_000675,Rhonda Mills,Mentor,Education,2020-09-10,amartin@example.org,Michael Mcguire,Workforce Center,0,Education
EMP_000676,Robert Bell,Mentor,Health,2023-05-11,millerkevin@example.com,Terry Robertson,Workforce Center,1,Education
EMP_000677,Bryan Chase,Case Worker,Health,2017-02-23,smithjoshua@example.net,David Martinez,None,1,Education
EMP_000678,William Howell,Administrator,Finance,2019-03-27,aarias@example.com,Patricia Wolfe,None,1,Education
EMP_000679,Austin Richard,Administrator,Education,2024-02-01,jonathanshields@example.com,Anna Tate,None,1,Healthcare
EMP_000680,Michael Tucker,Manager,Education,2024-01-23,william46@example.org,Anthony Aguirre,None,1,Healthcare
EMP_000681,Nancy Patel,Trainer,Finance,2016-11-07,dmurray@example.net,Joseph Anderson,Online Portal,0,Retail
EMP_000682,Lisa Clarke,Trainer,Health,2022-03-31,harrisjoshua@example.com,Nancy Brown,Online Portal,0,Retail
EMP_000683,Jonathan Lopez,Case Worker,Education,2022-07-26,ebailey@example.net,Kim Adams,Workforce Center,0,Education
EMP_000684,Jennifer Weber,Manager,Finance,2016-07-24,tylerhogan@example.org,Michael Perkins,None,0,Technology
EMP_000685,David Garcia,Trainer,Operations,2025-07-05,michaelflores@example.net,Pamela Jones,Workforce Center,0,Retail
EMP_000686,Kimberly Bray,Mentor,Health,2017-04-03,lindsey93@example.net,Mitchell Benjamin,Online Portal,0,Retail
EMP_000687,James Gamble,Case Worker,Finance,2017-03-30,angelasmith@example.org,Shirley Parker,Online Portal,0,Healthcare
EMP_000688,Paul Harrison,Mentor,Education,2021-06-15,jerry71@example.net,Donald Hamilton,Workforce Center,1,Education
EMP_000689,Kevin Hodges,Manager,Operations,2020-11-18,brittany35@example.com,Cheyenne Bush,Online Portal,0,Retail
